cloud_cover,time,pressure_kpa,Temperature (C),wind_direction_deg,wind_speed_kmh
1,13/4/2017 8:00,1012,22,215,8
0,13/4/2017 9:00,1012,24,313,8
0,13/4/2017 10:00,1011,24,307,12
1,13/4/2017 11:00,1010,26,301,16
1,13/4/2017 12:00,1010,26,295,20
2,13/4/2017 13:00,1010,24,296,18
2,13/4/2017 14:00,1009,22,297,17
3,13/4/2017 15:00,1009,22,298,15
3,13/4/2017 16:00,1010,20,297,15
3,13/4/2017 17:00,1010,18,296,14
3,13/4/2017 18:00,1011,16,296,13
3,13/4/2017 19:00,1011,16,306,11
2,13/4/2017 20:00,1012,14,316,9
2,13/4/2017 21:00,1012,14,326,8
3,13/4/2017 22:00,1012,14,330,9
3,13/4/2017 23:00,1012,14,333,9
3,14/4/2017 0:00,1011,12,337,10
3,14/4/2017 1:00,1011,12,231,9
3,14/4/2017 2:00,1011,12,125,8
3,14/4/2017 3:00,1011,12,19,6
3,14/4/2017 4:00,1011,12,13,8
2,14/4/2017 5:00,1011,14,7,9
2,14/4/2017 6:00,1012,16,1,10
2,14/4/2017 7:00,1012,20,78,10
2,14/4/2017 8:00,1012,22,155,9
2,14/4/2017 9:00,1012,26,232,9
2,14/4/2017 10:00,1011,26,245,12
3,14/4/2017 11:00,1010,26,258,16
3,14/4/2017 12:00,1010,24,271,20
3,14/4/2017 13:00,1009,24,282,19
3,14/4/2017 14:00,1009,22,292,18
3,14/4/2017 15:00,1008,20,303,17
3,14/4/2017 16:00,1009,20,302,16
3,14/4/2017 17:00,1009,18,301,15
3,14/4/2017 18:00,1010,16,300,14
3,14/4/2017 19:00,1010,16,309,12
4,14/4/2017 20:00,1011,14,317,10
4,14/4/2017 21:00,1011,14,325,8
4,14/4/2017 22:00,1011,14,329,9
3,14/4/2017 23:00,1010,14,333,9
3,15/4/2017 0:00,1010,14,337,10
3,15/4/2017 1:00,1010,12,343,8
3,15/4/2017 2:00,1011,12,350,6
3,15/4/2017 3:00,1011,12,356,4
3,15/4/2017 4:00,1011,14,248,4
3,15/4/2017 5:00,1012,16,139,3
3,15/4/2017 6:00,1013,18,31,3
2,15/4/2017 7:00,1013,20,108,4
1,15/4/2017 8:00,1013,22,185,6
0,15/4/2017 9:00,1013,24,262,7
0,15/4/2017 10:00,1012,24,267,12
1,15/4/2017 11:00,1011,24,273,16
1,15/4/2017 12:00,1011,24,278,20
2,15/4/2017 13:00,1010,24,284,19
2,15/4/2017 14:00,1010,22,289,17
2,15/4/2017 15:00,1010,22,295,15
1,15/4/2017 16:00,1010,20,294,15
1,15/4/2017 17:00,1010,18,293,14
0,15/4/2017 18:00,1011,16,293,13
0,15/4/2017 19:00,1011,14,303,10
0,15/4/2017 20:00,1011,14,313,8
0,15/4/2017 21:00,1012,14,324,5
0,15/4/2017 22:00,1011,12,330,5
0,15/4/2017 23:00,1011,12,336,5
0,16/4/2017 0:00,1010,12,342,5
5,16/4/2017 1:00,1010,10,249,4
9,16/4/2017 2:00,1010,10,156,3
14,16/4/2017 3:00,1010,10,63,2
9,16/4/2017 4:00,1011,12,56,2
5,16/4/2017 5:00,1011,14,49,2
0,16/4/2017 6:00,1012,16,42,2
0,16/4/2017 7:00,1012,18,118,4
0,16/4/2017 8:00,1012,20,193,6
0,16/4/2017 9:00,1012,24,269,9
0,16/4/2017 10:00,1011,24,269,12
0,16/4/2017 11:00,1010,24,270,14
0,16/4/2017 12:00,1010,24,270,17
0,16/4/2017 13:00,1009,22,275,17
0,16/4/2017 14:00,1009,22,280,17
0,16/4/2017 15:00,1008,20,285,16
0,16/4/2017 16:00,1009,18,284,14
0,16/4/2017 17:00,1009,16,282,12
0,16/4/2017 18:00,1010,16,281,10
0,16/4/2017 19:00,1010,14,278,8
0,16/4/2017 20:00,1010,14,276,6
0,16/4/2017 21:00,1011,14,273,4
1,16/4/2017 22:00,1011,12,288,4
2,16/4/2017 23:00,1010,12,303,5
3,17/4/2017 0:00,1010,12,319,5
8,17/4/2017 1:00,1010,12,219,4
12,17/4/2017 2:00,1010,12,119,4
17,17/4/2017 3:00,1010,10,19,4
11,17/4/2017 4:00,1010,12,19,4
6,17/4/2017 5:00,1011,14,19,4
0,17/4/2017 6:00,1011,16,18,4
0,17/4/2017 7:00,1011,18,108,6
0,17/4/2017 8:00,1011,22,198,7
0,17/4/2017 9:00,1011,24,288,9
0,17/4/2017 10:00,1010,26,286,13
0,17/4/2017 11:00,1010,26,285,16
0,17/4/2017 12:00,1009,26,283,20
1,17/4/2017 13:00,1009,24,286,20
1,17/4/2017 14:00,1009,22,289,19
2,17/4/2017 15:00,1008,22,292,19
2,17/4/2017 16:00,1009,20,292,16
3,17/4/2017 17:00,1009,18,292,12
3,17/4/2017 18:00,1010,16,292,9
2,17/4/2017 19:00,1010,14,295,7
1,17/4/2017 20:00,1010,14,298,4
0,17/4/2017 21:00,1011,14,301,2
1,17/4/2017 22:00,1011,14,208,2
1,17/4/2017 23:00,1010,12,115,2
2,18/4/2017 0:00,1010,12,22,2
2,18/4/2017 1:00,1010,12,46,2
2,18/4/2017 2:00,1010,12,69,2
2,18/4/2017 3:00,1010,10,93,3
2,18/4/2017 4:00,1011,12,129,2
2,18/4/2017 5:00,1011,14,166,2
2,18/4/2017 6:00,1012,16,203,2
3,18/4/2017 7:00,1012,20,220,6
3,18/4/2017 8:00,1012,22,237,10
3,18/4/2017 9:00,1012,24,254,14
3,18/4/2017 10:00,1011,24,258,16
3,18/4/2017 11:00,1011,24,261,18
3,18/4/2017 12:00,1010,22,265,21
3,18/4/2017 13:00,1010,22,270,18
3,18/4/2017 14:00,1010,20,274,15
3,18/4/2017 15:00,1010,20,279,12
4,18/4/2017 16:00,1010,18,276,11
5,18/4/2017 17:00,1010,16,273,9
5,18/4/2017 18:00,1011,16,270,8
8,18/4/2017 19:00,1011,14,271,6
10,18/4/2017 20:00,1011,14,272,4
12,18/4/2017 21:00,1012,14,273,2
15,18/4/2017 22:00,1011,12,290,3
19,18/4/2017 23:00,1011,12,307,5
22,19/4/2017 0:00,1011,12,324,6
20,19/4/2017 1:00,1011,12,227,5
17,19/4/2017 2:00,1011,12,131,5
15,19/4/2017 3:00,1011,12,34,4
10,19/4/2017 4:00,1011,12,141,3
5,19/4/2017 5:00,1012,14,247,3
0,19/4/2017 6:00,1012,16,354,2
0,19/4/2017 7:00,1012,20,321,4
0,19/4/2017 8:00,1012,22,288,7
0,19/4/2017 9:00,1012,24,255,9
1,19/4/2017 10:00,1011,24,263,12
1,19/4/2017 11:00,1011,24,271,16
2,19/4/2017 12:00,1010,26,279,19
2,19/4/2017 13:00,1010,24,287,18
3,19/4/2017 14:00,1009,22,294,17
4,19/4/2017 15:00,1009,22,302,16
4,19/4/2017 16:00,1009,20,304,15
4,19/4/2017 17:00,1010,18,306,13
4,19/4/2017 18:00,1010,16,308,12
4,19/4/2017 19:00,1011,16,294,9
5,19/4/2017 20:00,1011,16,280,7
6,19/4/2017 21:00,1011,14,266,5
8,19/4/2017 22:00,1011,14,286,4
10,19/4/2017 23:00,1011,14,307,3
11,20/4/2017 0:00,1010,14,327,2
13,20/4/2017 1:00,1010,12,252,3
15,20/4/2017 2:00,1011,12,177,3
17,20/4/2017 3:00,1011,12,102,3
13,20/4/2017 4:00,1011,14,126,4
9,20/4/2017 5:00,1011,16,151,4
5,20/4/2017 6:00,1012,18,175,5
4,20/4/2017 7:00,1012,20,202,6
4,20/4/2017 8:00,1012,22,229,6
4,20/4/2017 9:00,1012,26,257,7
4,20/4/2017 10:00,1011,26,265,11
4,20/4/2017 11:00,1011,26,274,14
4,20/4/2017 12:00,1010,28,283,18
4,20/4/2017 13:00,1010,26,289,17
4,20/4/2017 14:00,1009,26,296,16
5,20/4/2017 15:00,1009,24,302,15
5,20/4/2017 16:00,1009,22,298,13
5,20/4/2017 17:00,1009,20,294,12
5,20/4/2017 18:00,1010,20,289,10
5,20/4/2017 19:00,1010,18,268,9
5,20/4/2017 20:00,1011,18,246,7
4,20/4/2017 21:00,1011,18,224,6
4,20/4/2017 22:00,1011,16,212,5
4,20/4/2017 23:00,1011,16,201,4
4,21/4/2017 0:00,1010,16,189,4
4,21/4/2017 1:00,1010,16,168,4
3,21/4/2017 2:00,1010,14,148,5
3,21/4/2017 3:00,1010,14,127,6
3,21/4/2017 4:00,1010,16,148,4
3,21/4/2017 5:00,1011,18,168,3
3,21/4/2017 6:00,1011,20,188,2
4,21/4/2017 7:00,1011,22,210,3
4,21/4/2017 8:00,1011,24,233,5
4,21/4/2017 9:00,1011,28,256,7
4,21/4/2017 10:00,1010,28,262,10
4,21/4/2017 11:00,1010,28,269,14
4,21/4/2017 12:00,1009,28,275,17
4,21/4/2017 13:00,1008,28,287,17
4,21/4/2017 14:00,1008,28,300,17
3,21/4/2017 15:00,1007,26,312,17
3,21/4/2017 16:00,1008,26,307,15
3,21/4/2017 17:00,1008,24,303,13
3,21/4/2017 18:00,1009,22,298,11
4,21/4/2017 19:00,1009,20,273,9
4,21/4/2017 20:00,1010,20,247,8
5,21/4/2017 21:00,1011,18,222,6
5,21/4/2017 22:00,1010,18,208,7
5,21/4/2017 23:00,1010,18,193,7
5,22/4/2017 0:00,1010,18,179,7
5,22/4/2017 1:00,1010,16,174,7
5,22/4/2017 2:00,1010,16,169,7
5,22/4/2017 3:00,1010,16,164,7
5,22/4/2017 4:00,1011,18,171,7
5,22/4/2017 5:00,1011,18,178,7
6,22/4/2017 6:00,1012,20,185,7
6,22/4/2017 7:00,1012,22,195,8
7,22/4/2017 8:00,1012,24,205,9
8,22/4/2017 9:00,1012,28,215,11
7,22/4/2017 10:00,1012,28,228,14
6,22/4/2017 11:00,1011,28,242,17
5,22/4/2017 12:00,1010,28,255,19
5,22/4/2017 13:00,1010,26,262,17
5,22/4/2017 14:00,1009,24,270,15
5,22/4/2017 15:00,1009,24,277,13
5,22/4/2017 16:00,1009,22,275,12
5,22/4/2017 17:00,1010,20,274,10
5,22/4/2017 18:00,1010,18,273,8
4,22/4/2017 19:00,1011,18,250,7
4,22/4/2017 20:00,1011,18,228,6
3,22/4/2017 21:00,1012,18,206,5
3,22/4/2017 22:00,1012,16,195,6
4,22/4/2017 23:00,1011,16,185,7
4,23/4/2017 0:00,1011,16,174,7
4,23/4/2017 1:00,1011,16,174,7
4,23/4/2017 2:00,1011,14,173,7
4,23/4/2017 3:00,1011,14,172,8
4,23/4/2017 4:00,1012,16,171,8
4,23/4/2017 5:00,1012,18,169,8
4,23/4/2017 6:00,1013,20,168,8
5,23/4/2017 7:00,1013,22,188,9
5,23/4/2017 8:00,1013,24,207,10
6,23/4/2017 9:00,1013,26,226,11
6,23/4/2017 10:00,1012,26,241,13
5,23/4/2017 11:00,1011,28,256,14
5,23/4/2017 12:00,1011,28,271,16
5,23/4/2017 13:00,1010,26,279,15
4,23/4/2017 14:00,1010,26,287,14
3,23/4/2017 15:00,1009,24,296,14
3,23/4/2017 16:00,1009,22,297,12
3,23/4/2017 17:00,1010,20,299,11
3,23/4/2017 18:00,1010,18,300,9
3,23/4/2017 19:00,1011,18,288,8
4,23/4/2017 20:00,1011,18,275,6
4,23/4/2017 21:00,1011,16,263,5
4,23/4/2017 22:00,1011,16,270,5
4,23/4/2017 23:00,1011,16,277,4
5,24/4/2017 0:00,1010,14,284,4
4,24/4/2017 1:00,1010,14,202,4
4,24/4/2017 2:00,1011,14,120,3
4,24/4/2017 3:00,1011,14,38,3
4,24/4/2017 4:00,1011,16,85,4
5,24/4/2017 5:00,1012,18,131,5
5,24/4/2017 6:00,1012,20,178,7
5,24/4/2017 7:00,1012,22,202,9
5,24/4/2017 8:00,1012,24,226,11
4,24/4/2017 9:00,1012,26,249,13
4,24/4/2017 10:00,1011,26,255,15
3,24/4/2017 11:00,1010,26,261,16
3,24/4/2017 12:00,1009,28,267,18
3,24/4/2017 13:00,1009,26,273,17
3,24/4/2017 14:00,1009,24,279,16
2,24/4/2017 15:00,1008,22,285,14
2,24/4/2017 16:00,1009,22,280,12
3,24/4/2017 17:00,1009,20,275,10
3,24/4/2017 18:00,1010,18,271,8
3,24/4/2017 19:00,1010,18,251,7
3,24/4/2017 20:00,1010,18,231,7
3,24/4/2017 21:00,1011,16,211,6
5,24/4/2017 22:00,1010,16,212,6
8,24/4/2017 23:00,1010,16,213,6
11,25/4/2017 0:00,1009,16,214,6
26,25/4/2017 1:00,1009,14,194,6
41,25/4/2017 2:00,1009,14,174,5
57,25/4/2017 3:00,1010,14,154,4
39,25/4/2017 4:00,1010,16,154,5
21,25/4/2017 5:00,1010,18,154,6
3,25/4/2017 6:00,1011,20,154,6
3,25/4/2017 7:00,1010,22,186,7
2,25/4/2017 8:00,1010,24,219,8
2,25/4/2017 9:00,1010,28,252,9
2,25/4/2017 10:00,1009,28,257,12
2,25/4/2017 11:00,1009,28,262,16
2,25/4/2017 12:00,1008,28,267,19
2,25/4/2017 13:00,1008,26,270,18
2,25/4/2017 14:00,1007,26,273,17
1,25/4/2017 15:00,1007,24,277,16
1,25/4/2017 16:00,1007,22,281,15
1,25/4/2017 17:00,1008,22,285,14
1,25/4/2017 18:00,1008,20,289,13
1,25/4/2017 19:00,1009,18,291,10
0,25/4/2017 20:00,1009,18,294,8
0,25/4/2017 21:00,1009,18,296,5
0,25/4/2017 22:00,1009,18,304,4
0,25/4/2017 23:00,1009,16,312,3
0,26/4/2017 0:00,1008,16,320,2
1,26/4/2017 1:00,1008,16,238,2
2,26/4/2017 2:00,1008,14,155,2
3,26/4/2017 3:00,1008,14,73,1
2,26/4/2017 4:00,1009,16,109,2
1,26/4/2017 5:00,1009,18,145,2
0,26/4/2017 6:00,1010,20,182,3
0,26/4/2017 7:00,1010,22,202,4
0,26/4/2017 8:00,1010,24,223,5
0,26/4/2017 9:00,1010,26,243,6
0,26/4/2017 10:00,1010,26,251,10
0,26/4/2017 11:00,1009,28,259,14
0,26/4/2017 12:00,1008,28,267,18
0,26/4/2017 13:00,1008,26,273,18
0,26/4/2017 14:00,1008,26,278,18
0,26/4/2017 15:00,1007,24,283,18
0,26/4/2017 16:00,1008,22,284,16
1,26/4/2017 17:00,1008,20,285,14
1,26/4/2017 18:00,1009,18,286,12
1,26/4/2017 19:00,1009,18,280,10
0,26/4/2017 20:00,1009,18,274,8
0,26/4/2017 21:00,1010,16,268,5
0,26/4/2017 22:00,1009,16,295,6
0,26/4/2017 23:00,1009,16,322,7
0,27/4/2017 0:00,1009,16,349,8
10,27/4/2017 1:00,1009,16,246,7
21,27/4/2017 2:00,1009,14,144,6
31,27/4/2017 3:00,1009,14,41,5
21,27/4/2017 4:00,1010,16,40,5
10,27/4/2017 5:00,1010,18,38,6
0,27/4/2017 6:00,1011,20,37,6
0,27/4/2017 7:00,1011,22,120,6
0,27/4/2017 8:00,1011,24,202,7
0,27/4/2017 9:00,1011,28,285,8
1,27/4/2017 10:00,1010,28,283,11
1,27/4/2017 11:00,1009,28,281,15
2,27/4/2017 12:00,1009,28,279,19
2,27/4/2017 13:00,1008,26,283,19
2,27/4/2017 14:00,1008,26,286,19
2,27/4/2017 15:00,1008,24,290,19
2,27/4/2017 16:00,1008,22,293,16
3,27/4/2017 17:00,1009,20,296,14
3,27/4/2017 18:00,1009,20,299,12
3,27/4/2017 19:00,1009,18,306,9
3,27/4/2017 20:00,1010,18,313,7
3,27/4/2017 21:00,1010,18,321,5
4,27/4/2017 22:00,1009,18,216,5
4,27/4/2017 23:00,1009,16,112,6
4,28/4/2017 0:00,1008,16,8,6
5,28/4/2017 1:00,1009,16,21,5
5,28/4/2017 2:00,1009,16,35,3
6,28/4/2017 3:00,1009,14,49,2
6,28/4/2017 4:00,1010,16,122,2
6,28/4/2017 5:00,1010,18,196,2
6,28/4/2017 6:00,1010,22,270,3
6,28/4/2017 7:00,1010,24,286,4
6,28/4/2017 8:00,1010,26,303,5
6,28/4/2017 9:00,1010,28,319,6
7,28/4/2017 10:00,1009,30,311,11
8,28/4/2017 11:00,1008,30,302,15
9,28/4/2017 12:00,1007,30,293,20
9,28/4/2017 13:00,1007,30,298,20
8,28/4/2017 14:00,1007,28,304,20
7,28/4/2017 15:00,1006,28,310,20
7,28/4/2017 16:00,1006,26,311,18
7,28/4/2017 17:00,1007,24,312,16
7,28/4/2017 18:00,1007,24,312,14
7,28/4/2017 19:00,1008,22,284,12
6,28/4/2017 20:00,1008,22,256,9
6,28/4/2017 21:00,1009,20,228,6
7,28/4/2017 22:00,1008,20,205,6
7,28/4/2017 23:00,1008,20,182,6
7,29/4/2017 0:00,1008,20,159,6
8,29/4/2017 1:00,1008,18,113,5
10,29/4/2017 2:00,1008,18,67,4
11,29/4/2017 3:00,1008,18,20,3
11,29/4/2017 4:00,1009,20,20,2
10,29/4/2017 5:00,1009,22,21,2
10,29/4/2017 6:00,1010,24,21,2
13,29/4/2017 7:00,1009,26,127,3
16,29/4/2017 8:00,1009,28,233,4
20,29/4/2017 9:00,1009,32,339,5
16,29/4/2017 10:00,1008,32,326,10
13,29/4/2017 11:00,1007,32,314,15
10,29/4/2017 12:00,1006,34,302,21
12,29/4/2017 13:00,1006,32,301,19
13,29/4/2017 14:00,1006,30,299,17
14,29/4/2017 15:00,1005,28,298,15
14,29/4/2017 16:00,1006,26,297,14
14,29/4/2017 17:00,1006,26,295,13
14,29/4/2017 18:00,1006,24,294,12
13,29/4/2017 19:00,1007,22,263,10
12,29/4/2017 20:00,1007,22,233,9
11,29/4/2017 21:00,1008,22,203,7
11,29/4/2017 22:00,1008,20,213,6
11,29/4/2017 23:00,1007,20,224,6
11,30/4/2017 0:00,1007,20,234,5
10,30/4/2017 1:00,1007,20,228,4
9,30/4/2017 2:00,1007,18,222,3
8,30/4/2017 3:00,1007,18,215,2
8,30/4/2017 4:00,1008,20,209,3
8,30/4/2017 5:00,1008,22,203,3
9,30/4/2017 6:00,1009,22,197,4
10,30/4/2017 7:00,1009,24,208,8
11,30/4/2017 8:00,1009,26,219,11
12,30/4/2017 9:00,1009,26,231,14
11,30/4/2017 10:00,1009,26,240,15
10,30/4/2017 11:00,1008,28,249,17
9,30/4/2017 12:00,1007,28,258,18
8,30/4/2017 13:00,1007,26,262,17
8,30/4/2017 14:00,1007,26,267,15
7,30/4/2017 15:00,1006,24,271,14
7,30/4/2017 16:00,1006,22,266,12
7,30/4/2017 17:00,1007,22,261,10
8,30/4/2017 18:00,1007,20,257,8
7,30/4/2017 19:00,1007,20,246,7
7,30/4/2017 20:00,1008,18,236,6
6,30/4/2017 21:00,1008,18,226,4
6,30/4/2017 22:00,1008,18,225,5
6,30/4/2017 23:00,1007,18,224,5
6,1/5/2017 0:00,1007,18,223,6
13,1/5/2017 1:00,1007,16,217,5
19,1/5/2017 2:00,1007,16,211,5
26,1/5/2017 3:00,1007,16,205,4
21,1/5/2017 4:00,1008,18,208,5
17,1/5/2017 5:00,1008,20,211,6
12,1/5/2017 6:00,1009,20,213,8
11,1/5/2017 7:00,1009,22,220,9
9,1/5/2017 8:00,1009,24,226,11
7,1/5/2017 9:00,1009,26,232,12
7,1/5/2017 10:00,1009,26,237,15
7,1/5/2017 11:00,1008,26,241,17
6,1/5/2017 12:00,1007,26,246,20
6,1/5/2017 13:00,1007,24,243,18
7,1/5/2017 14:00,1007,24,241,17
7,1/5/2017 15:00,1007,22,239,16
9,1/5/2017 16:00,1007,22,239,14
10,1/5/2017 17:00,1007,20,239,11
12,1/5/2017 18:00,1008,18,239,9
17,1/5/2017 19:00,1008,18,240,8
21,1/5/2017 20:00,1008,18,240,7
25,1/5/2017 21:00,1008,18,241,6
29,1/5/2017 22:00,1008,16,237,6
33,1/5/2017 23:00,1007,16,234,5
36,2/5/2017 0:00,1007,16,230,5
38,2/5/2017 1:00,1007,16,215,4
39,2/5/2017 2:00,1007,16,200,4
41,2/5/2017 3:00,1007,16,185,4
31,2/5/2017 4:00,1007,16,197,4
21,2/5/2017 5:00,1008,18,209,4
12,2/5/2017 6:00,1008,20,221,4
9,2/5/2017 7:00,1008,22,238,6
6,2/5/2017 8:00,1008,24,254,8
4,2/5/2017 9:00,1008,26,270,9
4,2/5/2017 10:00,1007,26,272,13
4,2/5/2017 11:00,1007,26,274,16
4,2/5/2017 12:00,1006,26,276,20
3,2/5/2017 13:00,1006,26,276,18
3,2/5/2017 14:00,1005,24,277,16
3,2/5/2017 15:00,1005,24,277,15
3,2/5/2017 16:00,1005,22,273,13
3,2/5/2017 17:00,1006,20,268,12
3,2/5/2017 18:00,1006,18,263,10
12,2/5/2017 19:00,1006,18,248,10
22,2/5/2017 20:00,1007,18,233,9
31,2/5/2017 21:00,1007,18,218,8
38,2/5/2017 22:00,1007,16,218,8
44,2/5/2017 23:00,1006,16,219,7
51,3/5/2017 0:00,1006,16,220,6
56,3/5/2017 1:00,1007,16,207,6
62,3/5/2017 2:00,1007,16,193,5
68,3/5/2017 3:00,1007,16,180,4
58,3/5/2017 4:00,1007,18,188,5
48,3/5/2017 5:00,1008,18,196,6
38,3/5/2017 6:00,1008,20,203,8
26,3/5/2017 7:00,1008,22,217,9
14,3/5/2017 8:00,1008,24,231,10
2,3/5/2017 9:00,1009,26,245,12
3,3/5/2017 10:00,1008,26,252,14
3,3/5/2017 11:00,1007,26,260,17
4,3/5/2017 12:00,1006,26,268,19
3,3/5/2017 13:00,1006,26,271,17
3,3/5/2017 14:00,1006,24,274,16
3,3/5/2017 15:00,1006,24,277,14
3,3/5/2017 16:00,1006,22,272,13
3,3/5/2017 17:00,1007,20,267,11
3,3/5/2017 18:00,1007,18,262,10
27,3/5/2017 19:00,1008,18,253,9
51,3/5/2017 20:00,1008,18,244,7
75,3/5/2017 21:00,1008,16,235,6
76,3/5/2017 22:00,1008,16,241,5
77,3/5/2017 23:00,1008,16,246,5
78,4/5/2017 0:00,1008,16,251,5
67,4/5/2017 1:00,1008,16,219,4
56,4/5/2017 2:00,1008,16,187,3
46,4/5/2017 3:00,1008,16,154,2
37,4/5/2017 4:00,1009,16,170,2
29,4/5/2017 5:00,1009,18,185,3
20,4/5/2017 6:00,1009,20,201,4
15,4/5/2017 7:00,1009,22,218,6
9,4/5/2017 8:00,1009,24,234,8
3,4/5/2017 9:00,1009,26,251,10
2,4/5/2017 10:00,1008,26,257,13
1,4/5/2017 11:00,1008,26,263,17
0,4/5/2017 12:00,1007,26,269,20
0,4/5/2017 13:00,1007,26,276,18
0,4/5/2017 14:00,1007,24,284,17
0,4/5/2017 15:00,1006,24,292,15
0,4/5/2017 16:00,1007,22,290,14
0,4/5/2017 17:00,1008,20,288,12
0,4/5/2017 18:00,1008,18,286,11
1,4/5/2017 19:00,1008,18,277,8
1,4/5/2017 20:00,1009,16,267,6
2,4/5/2017 21:00,1009,16,258,4
7,4/5/2017 22:00,1009,16,252,4
12,4/5/2017 23:00,1009,16,246,4
17,5/5/2017 0:00,1009,16,240,5
32,5/5/2017 1:00,1009,14,235,4
47,5/5/2017 2:00,1009,14,231,4
62,5/5/2017 3:00,1009,14,226,3
52,5/5/2017 4:00,1010,16,226,4
43,5/5/2017 5:00,1010,18,226,6
33,5/5/2017 6:00,1011,18,226,7
22,5/5/2017 7:00,1011,20,235,9
11,5/5/2017 8:00,1011,22,243,10
0,5/5/2017 9:00,1011,24,252,12
0,5/5/2017 10:00,1011,24,256,15
0,5/5/2017 11:00,1010,24,260,17
0,5/5/2017 12:00,1010,26,264,20
0,5/5/2017 13:00,1009,24,266,18
0,5/5/2017 14:00,1009,22,268,17
0,5/5/2017 15:00,1009,22,270,15
11,5/5/2017 16:00,1009,20,265,13
22,5/5/2017 17:00,1010,18,260,11
33,5/5/2017 18:00,1010,18,256,9
33,5/5/2017 19:00,1010,18,249,7
34,5/5/2017 20:00,1010,16,242,5
34,5/5/2017 21:00,1010,16,236,3
36,5/5/2017 22:00,1010,16,267,4
37,5/5/2017 23:00,1010,16,298,5
39,6/5/2017 0:00,1009,14,329,5
50,6/5/2017 1:00,1009,14,227,5
61,6/5/2017 2:00,1009,14,125,4
72,6/5/2017 3:00,1009,14,23,3
56,6/5/2017 4:00,1010,16,118,3
41,6/5/2017 5:00,1010,16,213,4
25,6/5/2017 6:00,1010,18,307,4
17,6/5/2017 7:00,1010,20,300,6
8,6/5/2017 8:00,1010,22,292,8
0,6/5/2017 9:00,1010,24,284,10
0,6/5/2017 10:00,1009,24,282,13
0,6/5/2017 11:00,1008,26,281,17
0,6/5/2017 12:00,1007,26,279,20
0,6/5/2017 13:00,1007,24,280,18
0,6/5/2017 14:00,1007,24,281,16
0,6/5/2017 15:00,1006,22,281,14
0,6/5/2017 16:00,1007,20,280,13
1,6/5/2017 17:00,1007,18,279,12
1,6/5/2017 18:00,1007,18,278,10
19,6/5/2017 19:00,1008,16,272,9
36,6/5/2017 20:00,1008,16,266,7
53,6/5/2017 21:00,1008,16,259,5
52,6/5/2017 22:00,1008,16,264,6
51,6/5/2017 23:00,1008,16,269,6
50,7/5/2017 0:00,1008,16,274,6
55,7/5/2017 1:00,1008,16,285,5
59,7/5/2017 2:00,1007,16,296,4
64,7/5/2017 3:00,1007,16,307,3
48,7/5/2017 4:00,1008,16,299,4
33,7/5/2017 5:00,1008,18,290,5
17,7/5/2017 6:00,1009,20,282,5
11,7/5/2017 7:00,1008,22,280,8
6,7/5/2017 8:00,1008,24,278,10
0,7/5/2017 9:00,1008,26,276,12
0,7/5/2017 10:00,1008,26,276,15
0,7/5/2017 11:00,1007,26,275,18
0,7/5/2017 12:00,1007,26,275,20
0,7/5/2017 13:00,1006,24,277,17
0,7/5/2017 14:00,1006,24,279,14
0,7/5/2017 15:00,1006,22,281,12
0,7/5/2017 16:00,1007,22,276,11
0,7/5/2017 17:00,1007,20,270,10
0,7/5/2017 18:00,1008,18,265,10
3,7/5/2017 19:00,1008,18,265,9
6,7/5/2017 20:00,1008,18,265,8
8,7/5/2017 21:00,1009,16,266,7
13,7/5/2017 22:00,1008,16,275,7
18,7/5/2017 23:00,1008,16,284,6
23,8/5/2017 0:00,1008,16,294,6
35,8/5/2017 1:00,1008,16,311,6
47,8/5/2017 2:00,1008,16,328,5
59,8/5/2017 3:00,1008,16,345,5
52,8/5/2017 4:00,1009,16,347,7
45,8/5/2017 5:00,1009,18,350,9
37,8/5/2017 6:00,1010,20,352,11
25,8/5/2017 7:00,1009,22,336,11
12,8/5/2017 8:00,1009,24,319,11
0,8/5/2017 9:00,1009,26,303,12
0,8/5/2017 10:00,1008,26,297,15
0,8/5/2017 11:00,1008,26,291,18
0,8/5/2017 12:00,1007,28,286,21
0,8/5/2017 13:00,1007,26,288,20
0,8/5/2017 14:00,1006,24,291,19
0,8/5/2017 15:00,1006,24,293,18
0,8/5/2017 16:00,1007,22,294,17
0,8/5/2017 17:00,1007,20,296,15
0,8/5/2017 18:00,1008,18,297,14
20,8/5/2017 19:00,1008,18,304,12
40,8/5/2017 20:00,1009,18,312,9
60,8/5/2017 21:00,1009,18,320,7
63,8/5/2017 22:00,1009,16,320,7
65,8/5/2017 23:00,1009,16,320,7
68,9/5/2017 0:00,1009,16,320,7
64,9/5/2017 1:00,1009,16,330,6
60,9/5/2017 2:00,1009,16,340,6
55,9/5/2017 3:00,1009,16,350,5
46,9/5/2017 4:00,1009,18,347,6
37,9/5/2017 5:00,1009,18,345,6
28,9/5/2017 6:00,1010,20,343,7
19,9/5/2017 7:00,1009,22,333,9
9,9/5/2017 8:00,1009,24,324,10
0,9/5/2017 9:00,1009,28,315,12
0,9/5/2017 10:00,1008,28,310,15
0,9/5/2017 11:00,1008,28,304,18
0,9/5/2017 12:00,1007,28,299,22
0,9/5/2017 13:00,1006,28,301,21
0,9/5/2017 14:00,1006,28,304,20
0,9/5/2017 15:00,1005,26,306,18
0,9/5/2017 16:00,1006,24,302,16
0,9/5/2017 17:00,1006,22,298,15
